Frequency (Hz),Magnitude (db)
0.0,-289.9739800798027
1.0,-93.35589009877886
2.0,-81.74791276083738
3.0,-75.44688832033688
4.0,-71.53694821023008
5.0,-69.15490735271108
6.0,-67.99740873919175
7.0,-68.051913517558
8.0,-69.65352797511729
9.0,-74.20007745264381
10.0,-290.15840409994615
11.0,-72.4213813669961
12.0,-66.06029608175443
13.0,-62.56784323413396
14.0,-60.49488678198174
15.0,-59.4335870652822
16.0,-59.28083550032901
17.0,-60.129273416545466
18.0,-62.37569879304576
19.0,-67.45697572235711
20.0,-290.5221304197959
21.0,-66.51408225440247
22.0,-60.485488308708675
23.0,-57.282765094843725
24.0,-55.46421343216237
25.0,-54.62775607642121
26.0,-54.67482427830234
27.0,-55.70168786097565
28.0,-58.10808159521363
29.0,-63.333272964698125
30.0,-290.34600564646956
31.0,-62.6376610900713
32.0,-56.71548119740273
33.0,-53.60932805577208
34.0,-51.87850418329244
35.0,-51.12178965832945
36.0,-51.24135304487048
37.0,-52.334100955614204
38.0,-54.80032013468909
39.0,-60.07975797739667
40.0,-291.2336146842141
41.0,-59.477522164899696
42.0,-53.595156290562
43.0,-50.52462001464109
44.0,-48.825459759793205
45.0,-48.09666838824121
46.0,-48.24059954909815
47.0,-49.35432010571452
48.0,-51.83825461308181
49.0,-57.1322678331281
50.0,-290.8075314106915
51.0,-56.55013978787913
52.0,-50.673452239918234
53.0,-47.605748165795035
54.0,-45.90660846804998
55.0,-45.17504610560746
56.0,-45.313420707411694
57.0,-46.418791087217784
58.0,-48.89155963172829
59.0,-54.171554547697234
60.0,-289.03322130732033
61.0,-53.55261179902915
62.0,-47.65297772943973
63.0,-44.55917259066717
64.0,-42.83065779673957
65.0,-42.06630635878738
66.0,-42.168315501146964
67.0,-43.2335567794512
68.0,-45.66221760245564
69.0,-50.89388005513687
70.0,-291.1351375119412
71.0,-50.164432589380645
72.0,-44.201937266841476
73.0,-41.03965517046059
74.0,-39.23656543662615
75.0,-38.39098670032524
76.0,-38.40447695432361
77.0,-39.373167957098
78.0,-41.69638726642455
79.0,-46.81271269288543
80.0,-291.6121448579995
81.0,-45.81797253645948
82.0,-39.702469235961935
83.0,-36.37106287876411
84.0,-34.38032635325899
85.0,-33.32563857987806
86.0,-33.10492606498474
87.0,-33.80977766654596
88.0,-35.833755383131695
89.0,-40.607996938818815
90.0,-291.3491680954276
91.0,-38.758014051995985
92.0,-32.097928821062
93.0,-28.111762690105696
94.0,-25.317046094392367
95.0,-23.247462450771433
96.0,-21.69575415598991
97.0,-20.553257592510505
98.0,-19.758185161676224
99.0,-19.274937747849897
100.0,1.928654933106572e-14
101.0,-19.18208404821427
102.0,-19.572447323692337
103.0,-20.274574698320645
104.0,-21.324034727603948
105.0,-22.78258432827528
106.0,-24.758856272973606
107.0,-27.46007711539216
108.0,-31.352532142148526
109.0,-37.91865933134224
110.0,-291.90501705460457
111.0,-39.57985726020448
112.0,-34.71072376320811
113.0,-32.59147702373483
114.0,-31.790945597230127
115.0,-31.915533191570205
116.0,-32.873616029405454
117.0,-34.767232004293064
118.0,-38.000965857903246
119.0,-44.018207566404676
120.0,-288.2860578710837
121.0,-44.81450436653
122.0,-39.59791833982703
123.0,-37.173691528773254
124.0,-36.103203998092816
125.0,-35.9870848416971
126.0,-36.72915764388029
127.0,-38.427818355294
128.0,-41.484700789038556
129.0,-47.34077665940995
130.0,-288.77617597679244
131.0,-47.85412060869609
132.0,-42.51266679119826
133.0,-39.97297995659741
134.0,-38.79541909850062
135.0,-38.57973551448267
136.0,-39.228993819483016
137.0,-40.84093024804476
138.0,-43.81660234665463
139.0,-49.59647615309986
140.0,-289.3456341377843
141.0,-49.97070964016598
142.0,-44.56560301782031
143.0,-41.965769587245944
144.0,-40.731289354719
145.0,-40.46166339993698
146.0,-41.05973126516079
147.0,-42.623026169617205
148.0,-45.55242205966781
149.0,-51.28821851807313
150.0,-290.25403151867243
151.0,-51.580302311777714
152.0,-46.13685981334115
153.0,-43.50035955022905
154.0,-42.23077612541785
155.0,-41.92751384658305
156.0,-42.49332325002854
