Frequency (Hz),Magnitude (db)
0.0,8.678947198979542e-14
1.0,-0.14333588444131937
2.0,-0.5791665103232525
3.0,-1.3261410667332343
4.0,-2.4198421648859556
5.0,-3.922040344770913
6.0,-5.941381586795579
7.0,-8.685105253088889
8.0,-12.619509054757538
9.0,-19.227043025129134
10.0,-279.97541442335796
11.0,-20.969474992892852
12.0,-16.14019114038581
13.0,-14.060296850070134
14.0,-13.298631083661096
15.0,-13.461607660953568
16.0,-14.45761263276479
17.0,-16.388693447212027
18.0,-19.65944413660217
19.0,-25.713263713116486
20.0,-279.98413991042634
21.0,-26.58143426978053
22.0,-21.400161008546693
23.0,-19.010841765052852
24.0,-17.974864492866033
25.0,-17.89286596812808
26.0,-18.66867725762747
27.0,-20.40070160138347
28.0,-23.490579915071738
29.0,-29.37929083487245
30.0,-279.9631824854222
31.0,-29.956849210394108
32.0,-24.646987761468466
33.0,-22.138558459056327
34.0,-20.991926398438913
35.0,-20.806848830010768
36.0,-21.48639617729106
37.0,-23.12831034361425
38.0,-26.13365440875194
39.0,-31.942899812371152
40.0,-280.0
41.0,-32.37499635993548
42.0,-26.998391382702806
43.0,-24.426779598683716
44.0,-23.22024581576357
45.0,-22.978295805600414
46.0,-23.603773695952206
47.0,-25.194217188150382
48.0,-28.15050461022796
49.0,-33.91293982905551
50.0,-279.98860464492185
51.0,-34.25755949385243
52.0,-28.84002221085927
53.0,-26.229190606197264
54.0,-24.98504311871304
55.0,-24.70698780961665
56.0,-25.29777888865295
57.0,-26.854871167654185
58.0,-29.77906643813689
59.0,-35.51059778455923
60.0,-279.9895229932703
61.0,-35.79671704787022
62.0,-30.351465935029207
63.0,-27.713873376326635
64.0,-26.443868875047144
65.0,-26.140814858451495
66.0,-26.70742292951426
67.0,-28.24110807302508
68.0,-31.142634809665356
69.0,-36.85220130701385
70.0,-279.9928345314752
71.0,-37.09637294577753
72.0,-31.631079426382108
73.0,-28.974028594645066
74.0,-27.68512436941801
75.0,-27.363705068286638
76.0,-27.912459554380913
77.0,-29.428781346395255
78.0,-32.31341468457166
79.0,-38.006538560833654
80.0,-280.0
81.0,-38.21910567079899
82.0,-32.738616776422234
83.0,-30.066754291403882
84.0,-28.763407478638918
85.0,-28.427900737403778
86.0,-28.962909704273624
87.0,-30.465815320637976
88.0,-33.3373498592788
89.0,-39.01768091793811
90.0,-279.99799161747643
91.0,-39.20553742677498
92.0,-33.71311053298294
93.0,-31.02957554196296
94.0,-29.714812724344757
95.0,-29.3681378888482
96.0,-29.89221846099142
97.0,-31.384427529855824
98.0,-34.245489855261575
99.0,-39.91556584317954
100.0,-279.9912979553814
101.0,-40.083536375948455
102.0,-34.5814656515001
103.0,-31.8884780926986
104.0,-30.564448149599627
105.0,-30.208686044112355
106.0,-30.723853837076796
107.0,-32.207319464086176
108.0,-35.059802732360694
109.0,-40.72145928645525
110.0,-279.98640638075216
111.0,-40.873051677401904
112.0,-35.36301359829381
113.0,-32.66220099899362
114.0,-31.33048439677596
115.0,-30.967170224233257
116.0,-31.474916889863888
117.0,-32.95108880775444
118.0,-35.796402388641
119.0,-41.451010000111566
120.0,-280.0
121.0,-41.58885419879458
122.0,-36.07211086808908
123.0,-33.364701748897645
124.0,-32.02649460604793
125.0,-31.656793211658325
126.0,-32.158253401912205
127.0,-33.62823710311459
128.0,-36.46745831930545
129.0,-42.11606708918126
130.0,-279.99379527304797
131.0,-42.242185228852236
132.0,-36.719710384606415
133.0,-34.00665467719811
134.0,-32.662883887614484
135.0,-32.28769986528414
136.0,-32.78375658251036
137.0,-34.248414158293514
138.0,-37.08238484381115
139.0,-42.72581697730209
140.0,-279.9907424263654
141.0,-42.84179697567205
142.0,-37.31435747052754
143.0,-34.5964046810644
144.0,-33.24780292229788
145.0,-32.86785261961811
146.0,-33.35920636173253
147.0,-34.81922292306048
148.0,-37.6486132478455
149.0,-43.28752440372892
150.0,-279.99798937555556
151.0,-43.39463568806882
152.0,-37.86284607594081
153.0,-35.140597819233946
154.0,-33.78775412620572
155.0,-33.40361434501681
156.0,-33.89083001569365
157.0,-35.3467588915817
158.0,-38.17211092255343
159.0,-43.807032207712695
160.0,-280.0
161.0,-43.90630526991423
162.0,-38.370665491108944
163.0,-35.64461185877246
164.0,-34.288006729888345
165.0,-33.90014862262066
166.0,-34.38368826761448
167.0,-35.83598262881153
168.0,-38.657740886043996
169.0,-44.28910838714718
170.0,-279.9990458649994
171.0,-44.381390935673586
172.0,-38.8423130135435
173.0,-36.1128583991138
174.0,-34.752888783808224
175.0,-34.361702035875496
176.0,-34.84194825123129
177.0,-36.2909837738316
178.0,-39.1095171778395
179.0,-44.7376932193255
180.0,-279.9987017079558
181.0,-44.82369072952948
182.0,-39.2815181111715
183.0,-36.54899995834559
184.0,-35.18599743452574
185.0,-34.79180789172
186.0,-35.26908092098866
187.0,-36.7151723725041
188.0,-39.5307903374145
189.0,-45.1560790992507
190.0,-279.9954482823849
191.0,-45.23638468902572
192.0,-39.691406534679004
193.0,-36.95610921436979
194.0,-35.59035346733252
195.0,-35.19343623023973
196.0,-35.66800668748634
197.0,-37.11142029102385
198.0,-39.92438474200387
199.0,-45.54704394197364
200.0,-280.0
201.0,-45.62216077510709
202.0,-40.07462270025854
203.0,-37.3367879596764
204.0,-35.968516947708544
205.0,-35.569106263007804
206.0,-36.04120475864593
207.0,-37.48216756178076
208.0,-40.292702055139664
209.0,-45.91295182805716
210.0,-279.9925726738471
211.0,-45.98331018010049
212.0,-40.433422456506094
213.0,-37.693257408049504
214.0,-36.32267514573614
215.0,-35.92097199024098
216.0,-36.39079652189486
217.0,-37.829503600228065
218.0,-40.637800345333126
219.0,-46.2558300887856
220.0,-279.99488915182434
221.0,-46.32180053093167
222.0,-40.76974443475927
223.0,-38.02742774800984
224.0,-36.65471034666578
225.0,-36.25088832061799
226.0,-36.71861002355607
227.0,-38.15523009241833
228.0,-40.96145542866354
229.0,-46.57742914910293
230.0,-279.9926792638879
231.0,-46.6393328625402
232.0,-41.08526564972646
233.0,-38.34095241012988
234.0,-36.96625282306729
235.0,-36.560462785148886
