Frequency (Hz),Magnitude (db)
0.0,-290.81849706731833
1.0,-290.98803094031234
2.0,-291.66301524744955
3.0,-292.17502104460215
4.0,-292.41157531352815
5.0,-289.71279217840186
6.0,-291.5189442517772
7.0,-289.32224545760687
8.0,-287.3504699703319
9.0,-290.5063266463338
10.0,-291.178474222388
11.0,-291.730460901734
12.0,-291.36759811200295
13.0,-289.8950834182841
14.0,-292.90705244778616
15.0,-291.683399032562
16.0,-292.4312124795981
17.0,-291.5014850125693
18.0,-289.6994455111793
19.0,-290.5033104390672
20.0,-291.5993289507254
21.0,-289.452677491974
22.0,-292.2891891993966
23.0,-290.6063273989281
24.0,-291.7319616176764
25.0,-291.4317036692108
26.0,-292.5066280114868
27.0,-292.62131524931436
28.0,-291.8131951634397
29.0,-289.5074351728642
30.0,-291.2906933401538
31.0,-291.8325135180599
32.0,-292.02744719827774
33.0,-291.52017356538715
34.0,-292.56866508457114
35.0,-292.94419435741975
36.0,-293.5008907111982
37.0,-290.00132224850466
38.0,-292.0648404179489
39.0,-291.86986300667274
40.0,-292.31107242305075
41.0,-293.0364631430192
42.0,-290.18456019209276
43.0,-292.33958715399075
44.0,-291.5856125561426
45.0,-291.3184402007978
46.0,-291.87539115480763
47.0,-292.032865204123
48.0,-293.2668210219332
49.0,-291.75746550609523
50.0,-291.48341598944194
51.0,-292.94323897334607
52.0,-289.47214576140476
53.0,-291.50283194549286
54.0,-290.45908586083215
55.0,-293.3465938754728
56.0,-293.1301009888736
57.0,-291.3367882281654
58.0,-291.893414431149
59.0,-293.5753362837391
60.0,-290.0680099689005
61.0,-289.29956223437927
62.0,-293.25443383055574
63.0,-291.82822536032506
64.0,-292.52248383879845
65.0,-291.344360830253
66.0,-293.58578579686775
67.0,-292.5835530167914
68.0,-289.87922447443884
69.0,-288.87550051203596
70.0,-291.68411639334386
71.0,-292.2993965561842
72.0,-291.8070404390874
73.0,-290.19517220778886
74.0,-292.02443524408955
75.0,-292.95942748699593
76.0,-288.4795498114108
77.0,-289.4272682237979
78.0,-292.1388114196226
79.0,-292.6124748430523
80.0,-292.41871451664286
81.0,-290.1766087477325
82.0,-289.3798601182679
83.0,-287.3825456546318
84.0,-286.8159240435563
85.0,-286.9007820840433
86.0,-289.6959763131368
87.0,-289.758869724387
88.0,-293.7481922900856
89.0,-289.9107337307047
90.0,-292.3042509611509
91.0,-286.02153723065834
92.0,-282.7453137896362
93.0,-284.8716076924871
94.0,-292.4537680563993
95.0,-289.5565288574677
96.0,-291.24425208898833
97.0,-288.0969824003178
98.0,-289.3657952377539
99.0,-286.1641056810238
100.0,1.735789439795915e-14
101.0,-287.0127266131626
102.0,-290.9169532211829
103.0,-290.2115732132516
104.0,-292.0645251697189
105.0,-290.50812495551827
106.0,-290.8945190291099
107.0,-284.83702971831735
108.0,-283.53082979467376
109.0,-285.0283843155802
110.0,-292.7714437596617
111.0,-290.0377972465301
112.0,-290.9670215744756
113.0,-291.2529810370738
114.0,-291.2188340459466
115.0,-286.09580356373283
116.0,-286.5011943681878
117.0,-285.6573648929192
118.0,-289.84553687312024
119.0,-287.2260077667756
120.0,-289.344268885719
121.0,-291.07038277136206
122.0,-289.2896668783149
123.0,-289.5812610087524
124.0,-291.406967230293
125.0,-289.02361275939586
126.0,-287.05503856364606
127.0,-286.8706888834003
128.0,-286.2291231293332
129.0,-287.98214512288035
130.0,-290.30757867879845
131.0,-287.0086792686325
132.0,-288.88155767837253
133.0,-290.6036376626871
134.0,-289.11306662556694
135.0,-290.0606699793375
136.0,-289.43426056298654
137.0,-287.94024409805365
