Frequency (Hz),Magnitude (db)
0.0,-273.9649767015663
1.0,-38.59340237823927
2.0,-33.003804181914674
3.0,-30.22090615737457
4.0,-28.804567792535572
5.0,-28.354085249058336
6.0,-28.772107386710104
7.0,-30.15598975027291
8.0,-32.90644051137703
9.0,-38.4636043731392
10.0,-273.6995727907802
11.0,-38.39879012132496
12.0,-32.776819048174396
13.0,-29.961575020259087
14.0,-28.512919966457236
15.0,-28.030151939896317
16.0,-28.415921079402693
17.0,-29.767583535279943
18.0,-32.48584735185797
19.0,-38.010856314716804
20.0,-273.79744438471783
21.0,-37.88182044905328
22.0,-32.227776383514794
23.0,-29.380478751340554
24.0,-27.899783813344527
25.0,-27.384982855177125
26.0,-27.738718101542048
27.0,-29.058336595240814
28.0,-31.74453603310889
29.0,-37.23744856632073
30.0,-273.83987969197557
31.0,-37.04407042886596
32.0,-31.35775038140786
33.0,-28.47808433253419
34.0,-26.964909723488866
35.0,-26.41749741527288
36.0,-26.73846753752912
37.0,-28.025143296595108
38.0,-30.67819673381644
39.0,-36.13773244053772
40.0,-273.63618042449957
41.0,-35.87678783639117
42.0,-30.156212607762622
43.0,-27.241929225123314
44.0,-25.693736410842924
45.0,-25.11086365500944
46.0,-25.39588688473325
47.0,-26.646082071187184
48.0,-29.262070762696514
49.0,-34.68390354713974
50.0,-273.6026587901048
51.0,-34.345403266226896
52.0,-28.58484699179391
53.0,-25.629687041972495
54.0,-24.03964555295652
55.0,-23.41386958426828
56.0,-23.654846206335396
57.0,-24.859755448314807
58.0,-27.429115082724532
59.0,-32.80286323629006
60.0,-273.73545324249443
61.0,-32.36332773572065
62.0,-26.549543066060977
63.0,-23.539140799965317
64.0,-21.891669463938264
65.0,-21.2060853718596
66.0,-21.38466545001819
67.0,-22.52435754946736
68.0,-25.025422148737796
69.0,-30.32751134560032
70.0,-273.3604790712861
71.0,-29.733251972867283
72.0,-23.83564410679586
73.0,-20.736524917019977
74.0,-18.99493043715132
75.0,-18.209233949149777
76.0,-18.281045949551512
77.0,-19.306548658155883
78.0,-21.68511814656096
79.0,-26.85537888119205
80.0,-273.77005930413213
81.0,-25.964442564295286
82.0,-19.89889255456457
83.0,-16.616194282978395
84.0,-14.672959182864087
85.0,-13.664603304660028
86.0,-13.489088930631198
