Frequency (Hz),Magnitude
0.0,800.0
1.0,196.72665221890554
2.0,187.0990878179515
3.0,171.68127989501318
4.0,151.3693295777464
5.0,127.32919061200113
6.0,100.91620639746496
7.0,73.58253285328037
8.0,46.77938877055141
9.0,21.861393645625917
10.0,6.00989877782525e-15
11.0,17.887771808674128
12.0,31.19036367851566
13.0,39.62918612084577
14.0,43.261188000793986
15.0,42.45703019163364
16.0,37.85727623538888
17.0,30.31065513403609
18.0,20.79973437667304
19.0,10.360168287281606
20.0,9.181180207396261e-15
21.0,9.37471950130378
22.0,17.022445219560993
23.0,22.412376394119804
24.0,25.25147614131818
25.0,25.490989686364752
26.0,23.31289098135215
27.0,19.098308995184617
28.0,13.381382960514744
29.0,6.793060052986359
30.0,6.2798945782913284e-15
31.0,6.3560533691856245
32.0,11.71333616935219
33.0,15.635150741327816
34.0,17.84159495805881
35.0,18.225840032299686
36.0,16.85427931013989
37.0,13.951293603204407
38.0,9.870684604473492
39.0,5.056907446122907
40.0,0.0
41.0,4.811496538257417
42.0,8.935326502524683
43.0,12.014093726756318
44.0,13.804405398517458
45.0,14.19434005293845
46.0,13.208129272543555
47.0,10.998137279077921
48.0,7.825367911454671
49.0,4.0307234704424
50.0,5.384985656019352e-16
51.0,3.8739322478874527
52.0,7.2281787694485
53.0,9.762711719930321
54.0,11.266209937413217
55.0,11.632702065849887
56.0,10.867785329126272
57.0,9.084194772665272
58.0,6.4874895867213676
59.0,3.3535138663759563
60.0,1.6652062468569308e-15
61.0,3.2448463975489674
62.0,6.0737470189069915
63.0,8.228796586995358
64.0,9.524376436725401
65.0,9.86255078989972
66.0,9.23972082135877
67.0,7.744164899738155
68.0,5.544957926256106
69.0,2.8735577547821745
70.0,1.6655170251727677e-15
71.0,2.7939031567706887
72.0,5.241746626303539
73.0,7.117517865495845
74.0,8.256077807166037
75.0,8.56731513946237
76.0,8.042795345975584
77.0,6.754464575851471
78.0,4.8457305521151675
79.0,2.5159561499870344
80.0,0.0
81.0,2.4551312380943475
82.0,4.614229132611936
83.0,6.276135063307136
84.0,7.2922176368523015
85.0,7.579402293119563
86.0,7.12663490232404
87.0,5.994310422269172
88.0,4.306877334857106
89.0,2.239473613559777
90.0,7.028100302344044e-16
91.0,2.191558784674464
92.0,4.124530020874578
93.0,5.617605257361627
94.0,6.53565862043759
95.0,6.801788150723603
96.0,6.403524457726511
97.0,5.392729283979838
98.0,3.879319083912356
99.0,2.0195364847767916
100.0,2.264678243317985e-15
101.0,1.9808572387204624
102.0,3.7321295713587794
103.0,5.088691128524838
104.0,5.9266269041247
105.0,6.174413253616835
106.0,5.818851900444769
107.0,4.905282483970325
108.0,3.5321558602269962
109.0,1.8405898863477559
110.0,1.839705438739019e-15
111.0,1.8087452840619112
112.0,3.4109811214364387
113.0,4.655002791072177
114.0,5.426324679285252
115.0,5.658111277783005
116.0,5.336839612241554
117.0,4.502726365035636
118.0,3.244963949049524
119.0,1.6923083436091488
120.0,0.0
121.0,1.6656635638832096
122.0,3.1435795309962007
123.0,4.293336298221354
124.0,5.008472175059765
125.0,5.226251859505508
126.0,4.933070538939516
127.0,4.165030063343822
128.0,3.0037036320942425
129.0,1.567568909233975
130.0,3.4579981064204164e-15
131.0,1.5449724313039948
132.0,2.9177258052547006
133.0,3.987468468254429
134.0,4.654636827007397
135.0,4.860097729710592
136.0,4.59031159131246
137.0,3.8780132424169724
138.0,2.7984061944435905
139.0,1.4612992008909638
140.0,1.5619435352939308e-15
141.0,1.4419166173490026
142.0,2.7246587835605927
143.0,3.7257161264185865
144.0,4.351508633888459
145.0,4.546083042923916
146.0,4.296053464951134
147.0,3.631356187711177
148.0,2.6217986365236703
149.0,1.3697893190710704
150.0,5.07416250369228e-16
151.0,1.3530012918384884
152.0,2.557924324610804
153.0,3.4994525139501915
154.0,4.089237072075671
155.0,4.274145265055229
156.0,4.04099669157257
157.0,3.4173703816759105
158.0,2.4684506524903367
159.0,1.2902634212636244
160.0,0.0
161.0,1.2756006508689146
162.0,2.4126633170898963
163.0,3.3021698112717877
164.0,3.860376464219175
165.0,4.036663656179117
166.0,3.8180849090100777
167.0,3.230210795444613
168.0,2.334226264331568
169.0,1.2206034026786936
170.0,3.2112274403000022e-15
171.0,1.207703844726357
172.0,2.2851480638426915
173.0,3.1288668047482915
174.0,3.6591950222372747
175.0,3.8277617108618855
176.0,3.6218677066150136
177.0,3.0653552074120625
178.0,2.215920303586376
179.0,1.1591652006822333
180.0,7.177455322681707e-16
181.0,1.147745131323234
182.0,2.1724715116332405
183.0,2.9756373256129542
184.0,3.4812092108181583
185.0,3.6428358429481618
186.0,3.448069012867687
187.0,2.9192505925842345
188.0,2.1110109147863567
189.0,1.104653418048219
190.0,1.9485650600329915e-15
191.0,1.0944873873509406
192.0,2.0723336018913043
193.0,2.8393866426323675
194.0,3.3228621307977098
195.0,3.4782290994612812
196.0,3.2932876178527803
197.0,2.7890672179539227
198.0,2.017487063206494
199.0,1.0560337510653897
200.0,0.0
201.0,1.0469403950556548
202.0,1.9828910870344392
203.0,2.717631687051625
204.0,3.1812965044436265
205.0,3.3310003821315024
206.0,3.1547849310249365
207.0,2.672524022107137
208.0,1.9337258054795856
209.0,1.0124705607912852
210.0,2.0383837224180984e-15
211.0,1.004302367909047
212.0,1.9026498571497863
213.0,2.6083575598572577
214.0,3.054191318749892
215.0,3.1987580817361247
216.0,3.030331704229697
217.0,2.5677622847128503
218.0,1.8584033445864556
219.0,0.9732815510499918
220.0,1.3752871482925717e-15
221.0,0.9659173546594234
222.0,1.8303863732918337
223.0,2.509912654849506
224.0,2.9396422343079913
225.0,3.079538086444731
226.0,2.9180954571080435
227.0,2.473252695344422
228.0,1.7904294972662496
229.0,0.9379043242707102
230.0,2.33113901214327e-16
231.0,0.9312437103686445
232.0,1.7650894256790373
233.0,2.420930796833202
234.0,2.836072668227667
235.0,2.9717129471634363
236.0,2.81655653289309
237.0,2.387725957492814
238.0,1.7288986883097106
239.0,0.9058713365498544
240.0,0.0
241.0,0.8998304202091085
242.0,1.7059163381677032
243.0,2.3402726134613108
244.0,2.7421667519647457
