Frequency (Hz),Magnitude (db)
0.0,-38.65522542804559
1.0,-33.084155999162206
2.0,-29.481559958052436
3.0,-28.810301492089387
4.0,-30.139028484704117
5.0,-31.599681166055635
6.0,-30.42053844693754
7.0,-28.992158757924518
8.0,-29.485972995896496
9.0,-32.88600266040263
10.0,-38.655225428045654
11.0,-33.143110515167606
12.0,-29.283627267334083
13.0,-28.391880355288578
14.0,-29.518439864382717
15.0,-31.08479366236797
16.0,-30.30227441640084
17.0,-28.90936942574459
18.0,-29.288945487810718
19.0,-32.54936442887253
20.0,-38.65522542804536
21.0,-33.049795473001325
22.0,-28.889320609551447
23.0,-27.7515126500602
24.0,-28.60952282756093
25.0,-30.10781478836179
26.0,-29.735421848194044
27.0,-28.523749619391985
28.0,-28.87134072959571
29.0,-32.06233336881149
30.0,-38.65522542804538
31.0,-32.77655927360494
32.0,-28.28315977204548
33.0,-26.88656863083997
34.0,-27.437621412948815
35.0,-28.73606733811851
36.0,-28.698043955473448
37.0,-27.789218188308556
38.0,-28.19972261896548
39.0,-31.397203813210677
40.0,-38.65522542804597
41.0,-32.275794789805126
42.0,-27.432087237090606
43.0,-25.771598079389232
44.0,-25.993857569030197
45.0,-27.008763849345993
46.0,-27.186771540356624
47.0,-26.64940368526301
48.0,-27.2188146279142
49.0,-30.502438904169864
50.0,-38.6552254280454
51.0,-31.469092277522577
52.0,-26.274679851709138
53.0,-24.34724920681766
54.0,-24.224946109090805
55.0,-24.907878413158304
56.0,-25.18255929339389
57.0,-25.02369231017265
58.0,-25.83437563634201
59.0,-29.284179390156922
60.0,-38.655225428045405
61.0,-30.224281681120733
62.0,-24.69673665207535
63.0,-22.494461791774036
64.0,-22.007862325803565
65.0,-22.32719542180395
66.0,-22.594396734535657
67.0,-22.766913117235514
68.0,-23.87108686002582
69.0,-27.560015692644534
70.0,-38.6552254280449
71.0,-28.298796792342117
72.0,-22.468046439724162
73.0,-19.964951271667054
74.0,-19.074741383349842
75.0,-18.991223727641074
76.0,-19.149404901700734
77.0,-19.55410926728304
78.0,-20.94801094710133
79.0,-24.91842388708752
80.0,-38.65522542804597
81.0,-25.15918994148775
82.0,-19.033382757314815
