Frequency (Hz),Magnitude (db)
0.0,-319.3529622892087
1.0,-67.18696579076054
2.0,-61.60213513486508
3.0,-58.82718222673389
4.0,-57.42196539048223
5.0,-56.98577918371281
6.0,-57.421270447035404
7.0,-58.825792323163085
8.0,-61.600050237792885
9.0,-67.1841858501408
10.0,-321.9259593019226
11.0,-67.18279554611624
12.0,-61.59726959634124
13.0,-58.821621277475685
14.0,-57.41570889691948
15.0,-56.97882699553667
16.0,-57.41362239720132
17.0,-58.817448227857525
18.0,-61.59100989645012
19.0,-67.17444904539559
20.0,-314.3825107380467
21.0,-67.17166509523351
22.0,-61.58544192905652
23.0,-58.80909610909632
24.0,-57.402485925852716
25.0,-56.96490590328439
26.0,-57.39900284832545
27.0,-58.80212986995652
28.0,-61.57499236012428
29.0,-67.15773194423068
30.0,-312.3013492176984
31.0,-67.15354763688042
32.0,-61.56662364415138
33.0,-58.7895765428005
34.0,-57.38226460613923
35.0,-56.94398234089221
36.0,-57.377376536721854
37.0,-58.77980028529983
38.0,-61.55195896121869
39.0,-67.1339941724767
40.0,-314.40085590524103
41.0,-67.1283993738291
42.0,-61.5407692276126
43.0,-58.763015344122785
44.0,-57.354995979020885
45.0,-56.916005621343686
46.0,-57.34869104300519
47.0,-58.7504053178747
48.0,-61.52185380268336
49.0,-67.10317808750878
50.0,-313.36169938307484
51.0,-67.09615915805317
52.0,-61.50781577131657
53.0,-58.729347839681836
54.0,-57.32061360058016
55.0,-56.880907524739555
56.0,-57.312876365702664
57.0,-58.7138731788846
58.0,-61.48460330250175
59.0,-67.06520830803714
60.0,-315.61133103384157
61.0,-67.05674799091845
62.0,-61.46768245823357
63.0,-58.68849138738405
64.0,-57.279032996805476
65.0,-56.838601738150906
66.0,-57.26984434578525
67.0,-58.670113855875414
68.0,-61.44011558728855
69.0,-67.01999109206315
70.0,-316.9278406957603
71.0,-67.01006836956029
72.0,-61.42026989289399
73.0,-58.64034469079786
74.0,-57.23015096178177
75.0,-56.78898313746807
76.0,-57.219487932087674
77.0,-58.619018361563676
78.0,-61.38827972441278
79.0,-66.9674135522113
80.0,-317.43850098246645
81.0,-66.9560034680787
82.0,-61.365459265265685
83.0,-58.5847869456041
84.0,-57.1738446865513
85.0,-56.73192689855394
86.0,-57.161680274548424
87.0,-58.56045780902853
88.0,-61.32896477895188
89.0,-66.90734269421574
90.0,-305.4537856802512
91.0,-66.89441613871536
92.0,-61.30311133302513
93.0,-58.521676802740686
94.0,-57.109970702936636
95.0,-56.66728742153251
96.0,-57.09627362878578
97.0,-58.494282296359174
98.0,-61.262018678226056
99.0,-66.83962426113887
100.0,-315.25483104117075
101.0,-66.82514771474962
102.0,-61.233065203390794
103.0,-58.45085112901194
104.0,-57.03836362270107
105.0,-56.59489704824762
106.0,-57.023098051606155
107.0,-58.420319579962694
108.0,-61.1872668626328
109.0,-66.76408136152727
110.0,-312.39530437860003
111.0,-66.74801659230663
112.0,-61.15513689156421
113.0,-58.37212354169509
114.0,-56.95883464802736
115.0,-56.51456454834688
116.0,-56.94195986240796
117.0,-58.33837351098601
118.0,-61.10451069677854
119.0,-66.68051285486847
120.0,-305.841780233765
121.0,-66.66281656383761
122.0,-61.06911762733077
123.0,-58.28528268824709
124.0,-56.87116982396961
125.0,-56.42607334410283
126.0,-56.85263983998772
127.0,-58.248222203733924
128.0,-61.01352560916622
129.0,-66.588691462132
130.0,-295.1345583007589
131.0,-66.56931486899126
132.0,-60.97477187588821
133.0,-58.19009023633414
134.0,-56.775127997292955
135.0,-56.329179437637336
136.0,-56.75489111772091
137.0,-58.149615898375856
138.0,-60.91405892185651
139.0,-66.48836156222583
140.0,-316.945708088131
141.0,-66.46724992288956
142.0,-60.8718350310237
143.0,-58.086278531676534
144.0,-56.67043843842065
145.0,-56.223608996477154
146.0,-56.64843673218652
147.0,-58.042274472079484
148.0,-60.80582732374196
149.0,-66.37923662627026
150.0,-308.9048392436707
151.0,-66.35632867149351
152.0,-60.760010730337164
153.0,-57.97354787226687
154.0,-56.556798074108656
155.0,-56.10905554396999
156.0,-56.532966770712505
157.0,-57.92588454300113
158.0,-60.68851393016971
159.0,-66.26099623267602
160.0,-308.30010176926555
161.0,-66.23622351471656
162.0,-60.63896773111529
163.0,-57.851563336473355
164.0,-56.433868266923255
165.0,-55.98517668946886
166.0,-56.40813505140799
167.0,-57.800096099404506
168.0,-60.561764860357314
169.0,-66.13328259182231
170.0,-314.1064952292798
171.0,-66.10656872332473
172.0,-60.5083362720798
173.0,-57.71995108863463
174.0,-56.30127106383369
175.0,-55.85159031886624
176.0,-56.27355525473479
177.0,-57.664518571274186
178.0,-60.42518524802719
179.0,-65.9956964946495
180.0,-318.4996761269674
181.0,-65.9669562603465
182.0,-60.36770382958561
183.0,-57.57829406893422
184.0,-56.15858481853718
185.0,-55.70787014831045
186.0,-56.12879640736888
187.0,-57.51871624307
188.0,-60.27833458184605
189.0,-65.84779257963875
190.0,-308.6060235970275
191.0,-65.81693089692503
192.0,-60.216610155916385
193.0,-57.426126952724815
194.0,-56.005339070498025
195.0,-55.55354052140822
196.0,-55.973377596154975
197.0,-57.36220288295498
198.0,-60.12072124837444
199.0,-65.68907378774037
200.0,-312.0284483783973
201.0,-65.65598448676465
202.0,-60.05454146088991
203.0,-57.26293023769047
204.0,-55.84100853578945
205.0,-55.388070302058324
206.0,-55.80676176104913
207.0,-57.19443543397121
208.0,-59.951796119533476
209.0,-65.51898484432753
210.0,-312.3836803295848
211.0,-65.48354923067693
212.0,-59.880923564689745
213.0,-57.08812328266562
214.0,-55.66500602987149
215.0,-55.21086567885987
216.0,-55.62834837886787
217.0,-57.01480657479102
218.0,-59.770944988003166
219.0,-65.33690456670845
220.0,-320.7497749868053
221.0,-65.29898972081267
222.0,-59.69511380652165
223.0,-56.90105607812829
224.0,-55.476674097014666
225.0,-55.021261650693404
226.0,-55.43746480217899
227.0,-56.82263590894641
228.0,-59.57747960371381
229.0,-65.14213674479382
230.0,-308.4417909335101
231.0,-65.10159350015121
232.0,-59.49639143851269
233.0,-56.70099947106171
234.0,-55.275275062711124
235.0,-54.818511903087895
236.0,-55.23335595591705
237.0,-56.617159477925966
238.0,-59.37062699962176
239.0,-64.93389927561137
240.0,-317.6673314778911
241.0,-64.89055980216209
242.0,-59.283946161613585
243.0,-56.4871334927858
244.0,-55.05997914892266
245.0,-54.601776706313444
246.0,-55.015172013621054
247.0,-56.39751721077423
248.0,-59.149516709690076
249.0,-64.71131114455719
250.0,-313.8523166101111
251.0,-64.66498604294824
252.0,-59.05686436512465
253.0,-56.25853334015669
254.0,-54.829850191230236
255.0,-54.370108362543085
256.0,-54.781953568567204
257.0,-56.16273781291818
258.0,-58.913165369018785
259.0,-64.47337673036643
260.0,-295.8386890022258
261.0,-64.42385151533435
262.0,-58.81411250468295
263.0,-56.01415243024799
264.0,-54.583828362682965
265.0,-54.1224335911774
266.0,-54.532613672624095
267.0,-55.91172045045091
268.0,-58.66045803521578
269.0,-64.21896675482103
270.0,-312.3970558815242
271.0,-64.16599756876695
272.0,-58.55451688349007
273.0,-55.75280177317613
274.0,-54.320709128373885
275.0,-53.8575320550224
276.0,-54.26591592361661
277.0,-55.64321238793163
278.0,-58.390125365575685
279.0,-63.94679498810377
280.0,-317.3047932229341
281.0,-63.890103335301916
282.0,-58.27673887005753
283.0,-55.47312466907783
284.0,-54.039117408474475
285.0,-53.57400997588604
286.0,-53.98044751954072
287.0,-55.35578146690648
